Date, Open, High, Low,Close
12/28/11,5512.76,5567.86,5490.96,5507.4
12/27/11,5512.7,5516.63,5456.98,5512.7
12/26/11,5512.7,5516.63,5456.98,5512.7
12/23/11,5457.07,5516.63,5456.98,5512.7
12/22/11,5389.85,5469.03,5389.85,5456.97
12/21/11,5419.64,5479.19,5371.65,5389.74
12/20/11,5365.07,5426.28,5328.67,5419.6
12/19/11,5387.32,5410.06,5343.08,5364.99
12/16/11,5401.39,5452.65,5387.34,5387.34
12/15/11,5366.9,5434.02,5366.9,5400.85
12/14/11,5490.13,5490.13,5366.8,5366.8
12/13/11,5427.93,5525.96,5413.7,5490.15
2012/12/11,5529.01,5529.01,5427.86,5427.86
2012/9/11,5483.46,5540.52,5440.86,5529.21
2012/8/11,5547.16,5605.27,5483.77,5483.77
2012/7/11,5568.91,5631.88,5497.96,5546.91
2012/6/11,5567.2,5592.95,5521.91,5568.72
2012/5/11,5552.44,5602.8,5545.93,5567.96
2012/2/11,5489.42,5595.54,5489.07,5552.29
2012/1/11,5505.43,5553.89,5486.87,5489.34
11/30/11,5336.84,5538.96,5274.95,5505.42
11/29/11,5312.77,5344.18,5272.44,5337
11/28/11,5164.79,5327.76,5164.79,5312.76
11/25/11,5127.56,5200.31,5075.22,5164.65
11/24/11,5139.85,5184.26,5098.99,5127.57
11/23/11,5206.74,5206.74,5139.78,5139.78
11/22/11,5222.85,5281.95,5206.82,5206.82
11/21/11,5362.88,5362.88,5221.69,5222.6
11/18/11,5423.01,5423.01,5347.89,5362.94
11/17/11,5507.6,5507.67,5366.12,5423.14
11/16/11,5517.3,5562.91,5450.24,5509.02
11/15/11,5518.92,5551.38,5428.6,5517.44
11/14/11,5545.06,5575.19,5489.25,5519.04
2011/11/11,5446.23,5548.75,5439.81,5545.38
2011/10/11,5459.56,5497.2,5360.19,5444.82
2011/9/11,5567.31,5615.84,5426.25,5460.38
2011/8/11,5510.81,5616,5509.57,5567.34
2011/7/11,5527.09,5557.76,5432.16,5510.82
2011/4/11,5545.73,5599.46,5495.38,5527.16
2011/3/11,5483.87,5564.54,5402.63,5545.64
2011/2/11,5421.82,5493.29,5383.37,5484.1
2011/1/11,5543.84,5543.84,5338.36,5421.57
10/31/11,5702.12,5702.12,5544.22,5544.22
10/28/11,5713.85,5746.88,5684.95,5702.24
10/27/11,5553.6,5747.33,5553.6,5713.82
10/26/11,5525.58,5576.63,5498.51,5553.24
10/25/11,5547.6,5574.13,5465.52,5525.54
10/24/11,5488.56,5552.79,5487.21,5548.06
10/21/11,5384.74,5500.54,5384.74,5488.65
10/20/11,5450.22,5450.22,5363.16,5384.68
10/19/11,5411.02,5483.79,5410.97,5450.49
10/18/11,5436.62,5436.62,5348.64,5410.35
10/17/11,5466.43,5543.72,5405.2,5436.7
10/14/11,5403.6,5501.39,5395.57,5466.36
10/13/11,5441.69,5456.09,5368.37,5403.38
2010/12/11,5395.94,5458.02,5348.16,5441.8
2010/11/11,5398.84,5398.97,5330.42,5395.7
2010/10/11,5303.55,5413.43,5303.55,5399
2010/7/11,5291.27,5370.89,5261.43,5303.4
2010/6/11,5102.25,5291.26,5102.25,5291.26
2010/5/11,4944.87,5121.4,4944.87,5102.17
2010/4/11,5075.33,5075.33,4868.6,4944.44
2010/3/11,5126.97,5126.97,4983.28,5075.5
09/30/11,5196.66,5197.33,5068.63,5128.48
09/29/11,5217.64,5250.18,5160.77,5196.84
09/28/11,5293.86,5314.29,5191.36,5217.63
09/27/11,5091.66,5294.05,5091.66,5294.05
09/26/11,5066.56,5148.81,4974.03,5089.37
09/23/11,5042.55,5105.38,4928.14,5066.81
09/22/11,5287.65,5287.65,5013.55,5041.61
09/21/11,5363.64,5366.09,5268.82,5288.41
09/20/11,5259.52,5377.39,5219.09,5363.71
09/19/11,5368.09,5368.09,5231.62,5259.56
09/16/11,5337.69,5406.1,5337.69,5368.41
09/15/11,5227.12,5366.74,5227.12,5337.54
09/14/11,5174.18,5270.42,5146.39,5227.02
09/13/11,5130.63,5203.07,5069.52,5174.25
2009/12/11,5214.45,5214.45,5059.22,5129.62
2009/9/11,5339.9,5352.03,5202.24,5214.65
2009/8/11,5318.41,5369.82,5269.7,5340.38
2009/7/11,5157.81,5322.21,5157.81,5318.59
2009/6/11,5102.39,5190.27,5086.79,5156.84
2009/5/11,5289.27,5289.27,5097.71,5102.58
2009/2/11,5418.5,5418.5,5258.5,5292.03
2009/1/11,5394.52,5449.67,5346.7,5418.65
08/31/11,5268.68,5411.6,5258.62,5394.53
08/30/11,5129.98,5283.6,5129.98,5268.66
08/29/11,5129.92,5149.51,5014.79,5129.92
08/26/11,5131.07,5149.51,5014.79,5129.92
08/25/11,5207,5254.17,5102.06,5131.1
08/24/11,5129.55,5250.59,5098.14,5205.85
08/23/11,5095.49,5193.17,5076.74,5129.42
08/22/11,5040.71,5182.98,4993.34,5095.3
08/19/11,5092.19,5107.91,4929.55,5040.76
08/18/11,5331.41,5331.41,5041.59,5092.23
08/17/11,5357.58,5371.08,5279.93,5331.6
08/16/11,5348.88,5362.15,5265.83,5357.63
08/15/11,5320.24,5377.23,5319.38,5350.58
2008/12/11,5162.66,5320.03,5099.31,5320.03
2008/11/11,5015.53,5172.66,4943.01,5162.83
2008/10/11,5165.81,5262.72,4990.79,5007.16
2008/9/11,5068.92,5175.6,4791.01,5164.92
2008/8/11,5246.62,5295.78,5062.42,5068.95
2008/5/11,5392.81,5392.81,5202.62,5246.99
2008/4/11,5585.06,5644.05,5393.14,5393.14
2008/3/11,5718.14,5718.14,5557.74,5584.51
2008/2/11,5774.4,5778.92,5705.34,5718.39
2008/1/11,5816.33,5913.46,5767.06,5774.43
07/29/11,5872.96,5872.96,5772.43,5815.19
07/28/11,5856.48,5882.56,5801.58,5873.21
07/27/11,5929.58,5932,5841.03,5856.58
07/26/11,5925.33,5951.34,5895.58,5929.73
07/25/11,5934.36,5938.55,5892.64,5925.26
07/22/11,5899.95,5966.84,5899.95,5935.02
07/21/11,5853.89,5934.28,5797.48,5899.89
07/20/11,5790.08,5856.36,5790.05,5853.82
07/19/11,5752.97,5801.99,5752.97,5789.99
07/18/11,5843.17,5843.17,5752.81,5752.81
07/15/11,5838.46,5863.57,5805.99,5843.66
07/14/11,5905.93,5905.93,5841.17,5846.95
07/13/11,5868.78,5911,5850.96,5906.43
2007/12/11,5928.29,5928.43,5793.04,5868.96
2007/11/11,5988.93,5998.58,5900.75,5929.16
2007/8/11,6055.37,6084.08,5981.73,5990.58
2007/7/11,6003.05,6071.67,6003.05,6054.55
2007/6/11,6024.44,6026.48,5973.82,6002.92
2007/5/11,6017.44,6036.31,6011.07,6024.03
2007/4/11,5989.77,6030.82,5985.69,6017.54
2007/1/11,5945.76,5999.04,5936.96,5989.76
06/30/11,5856.24,5945.71,5856.24,5945.71
06/29/11,5766.98,5860.92,5766.98,5855.95
06/28/11,5723.63,5795.1,5723.63,5766.88
06/27/11,5697.5,5728.43,5679.6,5722.34
06/24/11,5674.5,5768.54,5674.5,5697.72
06/23/11,5772.93,5772.93,5663.3,5674.38
06/22/11,5775.32,5789.12,5741.82,5772.99
06/21/11,5693.52,5778.07,5692.97,5775.31
06/20/11,5714.82,5714.82,5647.23,5693.39
06/17/11,5698.78,5733.2,5644.98,5714.94
06/16/11,5739.76,5739.76,5644.38,5698.81
06/15/11,5803.11,5803.35,5742.55,5742.55
06/14/11,5773.48,5822.6,5773.48,5803.13
06/13/11,5765.97,5793.84,5763.42,5773.46
2006/10/11,5856.35,5866.95,5758.33,5765.8
2006/9/11,5808.92,5861.17,5795,5856.34
2006/8/11,5864.61,5864.61,5791.8,5808.89
2006/7/11,5863.04,5890.58,5849.23,5864.65
2006/6/11,5854.54,5881.06,5827.51,5863.16
2006/3/11,5848.29,5868.19,5802.67,5855.01
2006/2/11,5926.39,5926.39,5847.92,5847.92
2006/1/11,5990.05,5995.22,5911.68,5928.61
05/31/11,5938.96,6009.98,5938.96,5989.99
05/30/11,5938.87,5951.37,5881.06,5938.87
05/27/11,5881.06,5951.37,5881.06,5938.87
05/26/11,5870.2,5910.77,5866.67,5880.99
05/25/11,5858.16,5881.18,5810.46,5870.14
05/24/11,5838.06,5884.66,5838.05,5858.41
05/23/11,5948.37,5948.37,5833.44,5835.89
05/20/11,5961.76,6017.56,5927.74,5948.49
05/19/11,5926.04,6003.92,5925.98,5955.99
05/18/11,5861.04,5934.51,5860.65,5923.49
05/17/11,5923.73,5942.81,5861,5861
05/16/11,5925.83,5936.19,5862.16,5923.69
05/13/11,5945.37,6001.33,5919.91,5925.87
2005/12/11,5976.44,5976.44,5882.39,5944.96
2005/11/11,6019.12,6040.24,5965.26,5976
2005/10/11,5942.97,6023.11,5940.06,6018.89
2005/9/11,5976.6,5999.9,5922.23,5942.69
2005/6/11,5920.04,5984.92,5871.57,5976.77
2005/5/11,5984.05,6009.1,5912.61,5919.98
2005/4/11,6083.84,6083.84,5972.83,5984.07
2005/3/11,6070.12,6103.73,6050.71,6082.88
2005/2/11,6069.9,6091.75,6051.04,6069.9
04/29/11,6069.9,6091.75,6051.04,6069.9
04/28/11,6068.26,6091.75,6051.04,6069.9
04/27/11,6069.38,6089.4,6045.87,6068.16
04/26/11,6018.27,6070.59,6006.95,6069.36
04/25/11,6018.3,6049.37,6005.76,6018.3
04/22/11,6018.3,6049.37,6005.76,6018.3
04/21/11,6022.35,6049.37,6005.76,6018.3
04/20/11,5896.97,6033.79,5896.97,6022.26
04/19/11,5870.17,5922.21,5870.17,5896.87
04/18/11,5996.07,5997.46,5858.32,5870.08
04/15/11,5963.79,5996.76,5963.55,5996.01
04/14/11,6010.48,6010.48,5943.75,5963.8
04/13/11,5964.5,6043.36,5964.5,6010.44
2004/12/11,6053.63,6053.63,5958.28,5964.47
2004/11/11,6052.29,6070.78,6044.52,6053.44
2004/8/11,6008.78,6066.39,6008.19,6055.75
2004/7/11,6041.14,6053.12,6007.37,6007.37
2004/6/11,6007.12,6056.37,6007.12,6041.13
2004/5/11,6017.22,6026.3,5989.05,6007.06
2004/4/11,6009.67,6035.12,5987.7,6016.98
2004/1/11,5910.64,6014.77,5910.64,6009.92
03/31/11,5946.76,5972.8,5908.76,5908.76
03/30/11,5937.06,5970.98,5937.06,5948.3
03/29/11,5904.26,5932.73,5879.9,5932.17
03/28/11,5902.86,5922.99,5900.6,5904.49
03/25/11,5889.61,5918.73,5878.22,5900.76
03/24/11,5795.69,5888.7,5780.41,5880.87
03/23/11,5757.93,5802.44,5731.4,5795.88
03/22/11,5785.52,5813.81,5742.62,5762.71
03/21/11,5731.98,5798.78,5731.98,5786.09
03/18/11,5699.98,5758.17,5699.98,5718.13
03/17/11,5602.13,5707.68,5602.13,5696.11
03/16/11,5693.05,5720.92,5598.23,5598.23
03/15/11,5774.19,5774.19,5591.59,5695.28
03/14/11,5828.05,5842.04,5769.04,5775.24
2003/11/11,5845.08,5845.08,5796.44,5828.67
2003/10/11,5937.17,5937.2,5833.23,5845.29
2003/9/11,5975.57,5979.33,5922.66,5937.3
2003/8/11,5973.81,5999.93,5911,5974.76
2003/7/11,5990.57,6043.12,5967.68,5973.78
2003/4/11,6005.28,6052.08,5983.21,5990.39
2003/3/11,5915.66,6017.08,5915.66,6005.09
2003/2/11,5935.73,5941.82,5865.92,5914.89
2003/1/11,5994.14,6040.43,5927.43,5935.76
02/28/11,6000.88,6022.33,5963.58,5994.01
02/25/11,5920.71,6011.5,5920.71,6001.2
02/24/11,5922.92,5936.68,5860.95,5919.98
02/23/11,5996.72,5996.72,5915.52,5923.53
02/22/11,6014.42,6028.56,5926.55,5996.76
02/21/11,6082.85,6105.77,6013.14,6014.8
02/18/11,6087.43,6096.78,6048.83,6082.99
02/17/11,6084.68,6101.42,6066.71,6087.38
02/16/11,6035.39,6095.76,6033.51,6085.27
02/15/11,6060.04,6072.07,6023.77,6037.08
02/14/11,6062.82,6091.48,6042.1,6060.09
2002/11/11,6019.97,6071.4,5973.44,6062.9
2002/10/11,6052.2,6052.2,5986.48,6020.01
2002/9/11,6091.32,6091.32,6049.5,6052.29
2002/8/11,6050.42,6091.33,6032.88,6091.33
2002/7/11,5996.98,6054.09,5996.61,6051.03
2002/4/11,5983.44,6023.41,5983.33,5997.38
2002/3/11,6000.29,6000.29,5951.82,5983.34
2002/2/11,5960.19,6020.46,5960.19,6000.07
2002/1/11,5862.97,5963.72,5862.97,5957.82
01/31/11,5880.63,5881.72,5815.44,5862.94
01/28/11,5964.54,5965.84,5877.88,5881.37
01/27/11,5967.9,5997.33,5950.72,5965.08
01/26/11,5917.9,6003.28,5917.9,5969.21
01/25/11,5943.9,5964.69,5904.33,5917.71
01/24/11,5896.34,5960.55,5887.6,5943.85
01/21/11,5868.11,5939.33,5868.08,5896.25
01/20/11,5976.66,5977.5,5867.29,5867.91
01/19/11,6056.71,6077.06,5974.79,5976.7
01/18/11,5985.79,6065.71,5985.48,6056.43
01/17/11,6009.68,6013.4,5975.64,5985.7
01/14/11,6023.81,6031.74,5948.47,6002.07
01/13/11,6050.73,6055.47,6005.51,6023.88
2001/12/11,6014.08,6050.72,6013.87,6050.72
2001/11/11,5956.92,6035.89,5956.92,6014.03
2001/10/11,5983.75,5984.25,5939.89,5956.3
2001/7/11,6019.47,6023.7,5973.41,5984.33
2001/6/11,6043.8,6090.49,6004.56,6019.51
2001/5/11,6013.78,6043.86,5964.43,6043.86
2001/4/11,5900.13,6049.45,5900.13,6013.87
2001/3/11,5899.94,5985.7,5899.94,5899.94
12/31/10,5971.62,5985.7,5899.94,5899.94
12/30/10,5996.35,6009.84,5969.71,5971.01
12/29/10,6002.82,6021.46,5976.98,5996.36
12/28/10,6008.92,6008.92,5978.24,6008.92
12/27/10,6008.92,6008.92,5978.24,6008.92
12/24/10,5995.76,6008.92,5978.24,6008.92
12/23/10,5983.54,6000.55,5982.16,5996.07
12/22/10,5951.82,5991.9,5936.3,5983.49
12/21/10,5891.66,5953.94,5891.14,5951.8
12/20/10,5871.72,5913.83,5865.51,5891.61
12/17/10,5881.19,5902.53,5857.33,5871.75
12/16/10,5882.28,5907.1,5862.86,5881.12
12/15/10,5891.01,5898.04,5858.11,5882.18
12/14/10,5861.04,5891.21,5847.15,5891.21
12/13/10,5813,5873.71,5812.94,5860.75
2012/10/10,5808.03,5827.59,5794.51,5812.95
2012/9/10,5794.55,5837.96,5794.55,5807.96
2012/8/10,5808.35,5826.59,5774.28,5794.53
2012/7/10,5770.22,5850.4,5769.67,5808.45
2012/6/10,5745.39,5785.7,5728.46,5770.28
2012/3/10,5767.67,5784.26,5720.2,5745.32
2012/2/10,5644.84,5770.94,5644.84,5767.56
2012/1/10,5528.37,5656.22,5528.37,5642.5
11/30/10,5550.92,5597,5519.19,5528.27
11/29/10,5668.67,5722.7,5550.95,5550.95
11/26/10,5698.67,5699.02,5599.29,5668.7
11/25/10,5657.02,5707.92,5654.7,5698.93
11/24/10,5581.29,5671.87,5573.33,5657.1
11/23/10,5681.06,5681.06,5581.28,5581.28
11/22/10,5732.89,5783.14,5668.48,5680.83
11/19/10,5768.68,5774.07,5684.49,5732.83
11/18/10,5692.76,5782.98,5692.76,5768.71
11/17/10,5681.84,5704.39,5659.65,5692.56
11/16/10,5820.43,5820.43,5680.87,5681.9
11/15/10,5796.64,5832.88,5755.68,5820.41
2011/12/10,5814.88,5831.81,5711.73,5796.87
2011/11/10,5816.67,5846.45,5792.56,5815.23
2011/10/10,5875.15,5876.97,5796.23,5816.94
2011/9/10,5849.9,5902.11,5847.43,5875.19
2011/8/10,5875.39,5880.99,5841.29,5849.96
2011/5/10,5862.92,5899.37,5834.03,5875.35
2011/4/10,5749.23,5876.03,5749.11,5862.79
2011/3/10,5757.48,5773.73,5730.47,5748.97
2011/2/10,5694.6,5771.63,5690.44,5757.43
2011/1/10,5675.13,5733.01,5667.39,5694.62
10/29/10,5678.09,5699.23,5647.05,5675.16
10/28/10,5646.16,5711.82,5645.96,5677.89
10/27/10,5707.14,5707.14,5630.85,5646.02
10/26/10,5751.97,5754.2,5677.2,5707.3
10/25/10,5741.41,5794.31,5741.41,5751.98
10/22/10,5757.63,5758.01,5724.31,5741.37
10/21/10,5728.94,5786.73,5698.02,5757.86
10/20/10,5703.91,5729.96,5680.43,5728.93
10/19/10,5742.68,5761.93,5690.58,5703.89
10/18/10,5700.05,5748.81,5670.07,5742.52
10/15/10,5727.62,5743.92,5665.95,5703.37
10/14/10,5747.46,5770.92,5712.88,5727.21
10/13/10,5664.27,5760.49,5662.38,5747.35
2010/12/10,5672.35,5677.02,5597.46,5661.59
2010/11/10,5657.51,5685.95,5655.7,5672.4
2010/8/10,5662.2,5663.74,5606.6,5657.61
2010/7/10,5681.51,5707.33,5650.78,5662.13
2010/6/10,5635.82,5695.51,5635.82,5681.39
2010/5/10,5554.55,5646.08,5550.57,5635.76
2010/4/10,5592.84,5601.22,5550.79,5555.97
2010/1/10,5548.67,5615.14,5547.55,5592.9
09/30/10,5569.05,5650.33,5539.06,5548.62
09/29/10,5578.71,5624.5,5544.72,5569.27
09/28/10,5572.71,5582.05,5506.07,5578.44
09/27/10,5598.52,5615.78,5569.89,5573.42
09/24/10,5547.06,5612.54,5516.46,5598.48
09/23/10,5552.16,5588.79,5471.69,5547.08
09/22/10,5576.24,5597.55,5516.86,5551.91
09/21/10,5601.78,5635.72,5576.19,5576.19
09/20/10,5508.63,5607.31,5508.62,5602.54
09/17/10,5540.19,5612.89,5508.45,5508.45
09/16/10,5555.74,5564.46,5533.96,5540.14
09/15/10,5566.64,5578.69,5535.95,5555.56
09/14/10,5565.43,5582.46,5541.5,5567.41
09/13/10,5501.79,5571.39,5501.71,5565.53
2009/10/10,5494.01,5511.52,5475.94,5501.64
2009/9/10,5429.52,5505.66,5412.48,5494.16
2009/8/10,5407.76,5445.62,5361.42,5429.74
2009/7/10,5439.18,5439.21,5381.07,5407.82
2009/6/10,5428.4,5459.4,5428.32,5439.19
2009/3/10,5371.06,5454.01,5371.06,5428.15
2009/2/10,5366.69,5383.72,5346.96,5371.04
2009/1/10,5225.58,5366.41,5225.58,5366.41
08/31/10,5200.98,5225.22,5129.66,5225.22
08/30/10,5201.56,5211.58,5121,5201.56
08/27/10,5155.77,5211.58,5121,5201.56
08/26/10,5109.52,5167.76,5109.52,5155.84
08/25/10,5155.86,5168.46,5070.94,5109.4
08/24/10,5234.8,5234.8,5109.88,5155.95
08/23/10,5195.29,5268.43,5186.92,5234.84
08/20/10,5211.23,5233.02,5160.43,5195.28
08/19/10,5303.1,5336.35,5205.64,5211.29
08/18/10,5349.97,5349.97,5296.93,5302.87
08/17/10,5276.14,5351.45,5276.14,5350.55
08/16/10,5275.61,5304.64,5228.64,5276.1
08/13/10,5266.17,5308.84,5225.91,5275.44
2008/12/10,5245.05,5272.5,5210.55,5266.06
2008/11/10,5376.23,5376.23,5245.03,5245.21
2008/10/10,5410.54,5411.56,5348.11,5376.41
2008/9/10,5332.66,5418.58,5332.66,5410.52
2008/6/10,5365.99,5408.06,5307.6,5332.39
2008/5/10,5382.59,5416.76,5356.83,5365.78
2008/4/10,5396.45,5406.83,5318.79,5386.16
2008/3/10,5397.05,5397.26,5353.49,5396.48
2008/2/10,5259.04,5401.69,5259.04,5397.11
07/30/10,5314.18,5322.67,5245.52,5258.02
07/29/10,5317.81,5375.23,5313.95,5313.95
07/28/10,5365.71,5398.1,5314.57,5319.68
07/27/10,5351.37,5411.45,5351.37,5365.67
07/26/10,5312.69,5351.92,5301.29,5351.12
07/23/10,5314.01,5328.51,5272.67,5312.62
07/22/10,5214.43,5319.48,5180.98,5313.81
07/21/10,5140.09,5244.88,5140.09,5214.64
07/20/10,5148.81,5179.99,5090.57,5139.46
07/19/10,5158.67,5196.77,5111.89,5148.28
07/16/10,5211.8,5273.58,5153.29,5158.85
07/15/10,5252.67,5268.41,5187.46,5211.29
07/14/10,5272.62,5287.28,5205.78,5253.52
07/13/10,5167.08,5272.3,5167.01,5271.02
2007/12/10,5132.9,5193.22,5128.6,5167.02
2007/9/10,5105.6,5150.64,5098.79,5132.94
2007/8/10,5015.02,5123.53,5015.02,5105.45
2007/7/10,4964.7,5014.82,4891.97,5014.82
2007/6/10,4823.61,4967.65,4823.61,4965
2007/5/10,4838.12,4863.35,4821.09,4823.53
2007/2/10,4806.18,4880.88,4806.18,4838.09
2007/1/10,4916.72,4916.72,4790.04,4805.75
06/30/10,4914.37,4961.9,4898.51,4916.87
06/29/10,5071.31,5071.31,4899.02,4914.22
06/28/10,5046.49,5085.65,5024.7,5071.68
06/25/10,5100.21,5130.5,5031.72,5046.47
06/24/10,5178.67,5211.8,5090.96,5100.23
06/23/10,5246.72,5247.85,5165.82,5178.52
06/22/10,5299.02,5299.02,5210.02,5246.98
06/21/10,5259.82,5331.46,5259.82,5299.11
06/18/10,5253.95,5289.14,5239.37,5250.84
06/17/10,5237.87,5293.76,5233.2,5253.89
06/16/10,5218.03,5257.26,5209.39,5237.92
06/15/10,5201.71,5242.08,5149.13,5217.82
06/14/10,5163.85,5215.22,5163.85,5202.13
2006/11/10,5132.84,5184.37,5116.72,5163.68
2006/10/10,5085.63,5149.69,5030.93,5132.5
2006/9/10,5028.32,5085.86,4998.06,5085.86
2006/8/10,5070.93,5084.13,4984.66,5028.15
2006/7/10,5125.94,5125.94,5040.26,5069.06
2006/4/10,5211.3,5261.71,5102.05,5126
2006/3/10,5151.54,5262.5,5151.54,5211.18
2006/2/10,5163.07,5163.07,5072.53,5151.32
2006/1/10,5188.45,5192.08,5063.2,5163.3
05/31/10,5195.17,5240.27,5186.04,5188.43
05/28/10,5195.17,5240.27,5186.04,5188.43
05/27/10,5038.08,5195.37,5038.24,5195.17
05/26/10,4940.68,5097.91,4940.48,5038.08
05/25/10,5069.61,5060.19,4898.49,4940.68
05/24/10,5062.93,5109.44,5021.6,5069.61
05/21/10,5073.13,5083.96,4957.06,5062.93
05/20/10,5158.08,5230.18,5000.76,5073.13
05/19/10,5307.34,5302.47,5158.08,5158.08
05/18/10,5262.54,5341.41,5262.79,5307.34
05/17/10,5262.85,5327.46,5231.6,5262.54
05/14/10,5433.73,5433.62,5245.38,5262.85
05/13/10,5383.45,5435.99,5381.55,5433.73
2005/12/10,5334.21,5401.02,5284.65,5383.45
2005/11/10,5387.42,5385.08,5257.15,5334.21
2005/10/10,5123.02,5399.75,5123.41,5387.42
2005/7/10,5260.99,5264.48,5045.3,5123.02
2005/6/10,5341.93,5371.54,5251.28,5260.99
2005/5/10,5411.11,5428.77,5304.61,5341.93
2005/4/10,5553.29,5565.99,5398.86,5411.11
2005/3/10,5553.29,5643.87,5540.6,5553.29
04/30/10,5617.84,5643.87,5540.6,5553.29
04/29/10,5586.61,5638.82,5579.69,5617.84
04/28/10,5603.52,5639.98,5533.6,5586.61
04/27/10,5753.85,5758.64,5603.52,5603.52
04/26/10,5723.65,5800.66,5723.74,5753.85
04/23/10,5665.33,5740.88,5665.98,5723.65
04/22/10,5723.43,5761.36,5652.35,5665.33
04/21/10,5783.69,5796.99,5721.28,5723.43
04/20/10,5727.91,5796.61,5730.04,5783.69
04/19/10,5743.96,5748.33,5697.24,5727.91
04/16/10,5825.01,5833.73,5726.35,5743.96
04/15/10,5796.25,5832.34,5778.37,5825.01
04/14/10,5761.66,5812.84,5762.44,5796.25
04/13/10,5777.65,5778.92,5741.92,5761.66
2004/12/10,5770.98,5803.71,5755.78,5777.65
2004/9/10,5712.7,5773.6,5712.88,5770.98
2004/8/10,5762.06,5762.04,5684.52,5712.7
2004/7/10,5780.35,5782.25,5753.42,5762.06
2004/6/10,5744.89,5790.4,5744.59,5780.35
2004/5/10,5744.89,5744.89,5679.48,5744.89
2004/2/10,5744.89,5744.89,5679.48,5744.89
2004/1/10,5679.64,5744.89,5679.48,5744.89
03/31/10,5672.32,5698.47,5646.29,5679.64
03/30/10,5710.66,5742.75,5662.84,5672.32
03/29/10,5703.02,5733.11,5684.62,5710.66
03/26/10,5727.65,5727.61,5695.5,5703.02
03/25/10,5677.88,5737.1,5673.14,5727.65
03/24/10,5673.63,5698.87,5636.01,5677.88
03/23/10,5644.54,5695.94,5644.58,5673.63
03/22/10,5650.12,5648.01,5583.49,5644.54
03/19/10,5642.62,5691.22,5633.53,5650.12
03/18/10,5644.63,5660.99,5619.17,5642.62
03/17/10,5620.43,5657.77,5620.45,5644.63
03/16/10,5593.85,5637.7,5593.89,5620.43
03/15/10,5625.65,5627.02,5588.2,5593.85
2003/12/10,5617.26,5646.68,5612.39,5625.65
2003/11/10,5640.57,5642.87,5594.74,5617.26
2003/10/10,5602.3,5645.25,5585.35,5640.57
2003/9/10,5606.72,5618.43,5563.14,5602.3
2003/8/10,5599.76,5621.15,5579.16,5606.72
2003/5/10,5527.16,5605.38,5528.96,5599.76
2003/4/10,5533.21,5544.23,5501.08,5527.16
2003/3/10,5484.06,5541.81,5465.29,5533.21
2003/2/10,5405.94,5485.01,5403.73,5484.06
2003/1/10,5354.52,5420.83,5354.75,5405.94
02/26/10,5278.22,5367.75,5278.46,5354.52
02/25/10,5342.92,5370.44,5259.71,5278.22
02/24/10,5315.09,5357.87,5298.23,5342.92
02/23/10,5352.07,5395.48,5302.03,5315.09
02/22/10,5358.17,5387.03,5348.15,5352.07
02/19/10,5325.09,5366.14,5281.41,5358.17
02/18/10,5276.64,5326.42,5261.71,5325.09
02/17/10,5244.06,5304.54,5244.14,5276.64
02/16/10,5167.47,5248.08,5167.51,5244.06
02/15/10,5142.45,5194.29,5142.59,5167.47
2002/12/10,5161.48,5207.73,5117.38,5142.45
2002/11/10,5131.99,5201.82,5114.53,5161.48
2002/10/10,5111.84,5181.21,5105.3,5131.99
2002/9/10,5092.33,5132.93,5084.75,5111.84
2002/8/10,5060.92,5118.12,5033.01,5092.33
2002/5/10,5139.31,5139.13,5033.78,5060.92
2002/4/10,5253.15,5262.22,5123.86,5139.31
2002/3/10,5283.31,5305.41,5237.72,5253.15
2002/2/10,5247.41,5289.05,5208.21,5283.31
2002/1/10,5188.52,5250.07,5163.57,5247.41
01/29/10,5145.74,5230.16,5146.03,5188.52
01/28/10,5217.47,5280.36,5145.74,5145.74
01/27/10,5276.85,5276.77,5192.58,5217.47
01/26/10,5260.31,5276.85,5215.73,5276.85
01/25/10,5302.99,5330.61,5252.92,5260.31
01/22/10,5335.1,5345.6,5253.04,5302.99
01/21/10,5420.8,5468.38,5331.56,5335.1
01/20/10,5513.14,5511.75,5404.03,5420.8
01/19/10,5494.39,5531.93,5431.25,5513.14
01/18/10,5455.37,5504,5454.31,5494.39
01/15/10,5498.2,5527.02,5450.38,5455.37
01/14/10,5473.48,5521.9,5473.55,5498.2
01/13/10,5498.71,5509.67,5450.85,5473.48
2001/12/10,5538.07,5549.61,5459.94,5498.71
2001/11/10,5534.24,5600.48,5527.89,5538.07
2001/8/10,5526.72,5549.25,5494.79,5534.24
2001/7/10,5530.04,5551.66,5499.8,5526.72
2001/6/10,5522.5,5536.48,5497.65,5530.04
2001/5/10,5500.34,5536.38,5480.71,5522.5
2001/4/10,5412.88,5500.34,5410.82,5500.34
2001/1/10,5412.88,5431.9,5390.39,5412.88
12/31/09,5397.86,5431.9,5390.39,5412.88
12/30/09,5437.61,5442.82,5390.58,5397.86
12/29/09,5402.41,5445.17,5403.97,5437.61
12/28/09,5402.41,5402.41,5367.84,5402.41
12/25/09,5402.41,5402.41,5367.84,5402.41
12/24/09,5372.38,5402.41,5367.84,5402.41
12/23/09,5328.66,5386.6,5328.78,5372.38
12/22/09,5293.99,5361.9,5294.37,5328.66
12/21/09,5196.81,5319.98,5197.58,5293.99
12/18/09,5217.61,5287.62,5196.81,5196.81
12/17/09,5320.26,5318.26,5217.61,5217.61
12/16/09,5285.77,5335.32,5283.89,5320.26
